1500 steps, 10000 repititions, hazard 0.030000, tr 24
clutch size	1	2	3	4	5	6	7	8	9	10	11
R523		38	31	39	49	50	31	41	42	35	31	43
R524		37	38	41	33	36	36	43	39	41	45	43
R525		43	33	31	40	47	33	43	30	37	43	38
R526		37	38	43	34	31	44	46	39	29	41	36
R527		37	43	32	49	31	40	37	39	43	46	37
R528		39	38	41	41	42	40	37	38	38	39	35
R529		40	34	38	43	47	33	37	45	45	41	42
R530		38	38	44	39	41	40	44	41	46	29	46
R531		44	46	43	21	40	40	41	45	42	44	40
R532		42	37	30	39	46	44	44	39	38	50	36
R533		38	40	40	37	40	50	42	43	33	35	36
R534		38	37	33	42	42	42	39	44	37	42	48
R535		38	40	36	34	33	46	42	40	43	47	47
R536		38	37	36	34	46	34	30	35	43	41	44
R537		37	44	41	42	37	52	37	39	44	42	39
R538		40	33	26	36	39	41	39	28	33	36	50
R539		39	32	38	33	35	37	37	37	36	31	44
R540		31	38	35	38	42	43	42	40	43	41	41
R541		36	37	33	40	32	42	41	33	43	36	43
R542		39	35	35	33	39	37	42	38	36	39	46
R543		42	39	40	41	31	46	45	40	33	43	35
R544		38	33	40	34	46	45	26	37	37	39	42
